,step,type,branch,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,unusuallogin,isFlaggedFraud,Acct type,Date of transaction,Time of day,isFraud
3173,2,PAYMENT,El Salvador,6069.06,C45703335,11001.8,4932.75,M836749045,0,0,5,0,Current,12/1/2018,Morning,0
3174,2,TRANSFER,El Salvador,7081.22,C934617920,4932.75,0,C1068824137,38901.06,45982.28,18,0,Savings,13/1/2018,Night,0
3175,2,PAYMENT,Guatemala,4373.69,C1715189999,11248,6874.31,M793657559,0,0,6,0,Current,16/1/2018,Morning,0
3176,2,DEBIT,El Salvador,4369.05,C1625932709,9027,4657.95,C1318822808,6773.84,11142.89,17,0,Savings,19/1/2018,Morning,0
3177,2,PAYMENT,Brasil,2767.59,C2119713755,208,0,M1168076863,0,0,13,0,Savings,25/1/2018,Night,0
3178,2,PAYMENT,Brasil,4821.26,C411748515,249452,244630.74,M911267068,0,0,7,0,Savings,3/1/2018,Night,0
3179,2,PAYMENT,Brasil,2471.19,C178917238,19609,17137.81,M873105556,0,0,13,0,Savings,5/1/2018,Afternoon,0
3180,2,TRANSFER,Uruguay,41446.48,C2055967078,727,0,C660143728,61720.85,103167.33,4,0,Savings,7/1/2018,Afternoon,0
3181,2,PAYMENT,Panama,10006.72,C1254907391,2051,0,M281487983,0,0,18,0,Current,6/1/2018,Morning,0
3182,2,PAYMENT,Republica Dominicana,6108.27,C1894338251,21703,15594.73,M1456464145,0,0,20,0,Savings,6/1/2018,Night,0
3183,2,CASH_OUT,Republica Dominicana,122810.19,C2118413714,15594.73,0,C1453128758,469479.26,592289.45,7,0,Savings,8/1/2018,Night,0
3184,2,PAYMENT,Mexico,10738.05,C1475982439,51790,41051.95,M1834755909,0,0,20,0,Savings,9/1/2018,Afternoon,0
3185,2,DEBIT,Brasil,4674.03,C1152554134,11556,6881.97,C1261031890,18641.45,23315.48,16,0,Savings,10/1/2018,Afternoon,0
3186,2,PAYMENT,Guatemala,4570.29,C424106351,6881.97,2311.67,M50826412,0,0,17,0,Savings,11/1/2018,Afternoon,0
3187,2,DEBIT,Nicaragua,3995.57,C258860422,106919,102923.43,C339924917,12145.85,16141.42,15,0,Current,12/1/2018,Afternoon,0
3188,2,DEBIT,Brasil,702.32,C1596708569,31423,30720.68,C1122118227,11100000,11100000,8,0,Savings,13/1/2018,Morning,0
3189,2,PAYMENT,Colombia,7312.49,C2089054322,16521,9208.51,M1138356642,0,0,11,0,Savings,16/1/2018,Afternoon,0
3190,2,PAYMENT,El Salvador,3567.5,C603483530,9208.51,5641.01,M577038898,0,0,4,0,Savings,19/1/2018,Afternoon,0
3191,2,PAYMENT,Haiti,1994.71,C2101086700,5641.01,3646.3,M1910813448,0,0,20,0,Savings,25/1/2018,Afternoon,0
3192,2,PAYMENT,El Salvador,1657.09,C294651011,28009.87,26352.78,M346049017,0,0,2,0,Savings,3/1/2018,Night,0
3193,2,TRANSFER,Panama,68630.15,C156127720,26352.78,0,C1471633238,148688.71,217318.86,3,0,Current,5/1/2018,Night,0
3194,2,PAYMENT,Guatemala,3095.41,C1575407418,480,0,M1287875609,0,0,3,0,Savings,7/1/2018,Afternoon,0
3195,2,PAYMENT,Brasil,1971.81,C1513757689,5363,3391.19,M553701447,0,0,7,0,Savings,6/1/2018,Morning,0
3196,2,PAYMENT,Brasil,3121.81,C1257526338,16733,13611.19,M494951073,0,0,2,0,Savings,6/1/2018,Morning,0
3197,2,PAYMENT,Brasil,4987.75,C393183035,21420,16432.25,M818546553,0,0,20,0,Savings,8/1/2018,Morning,0
3198,2,PAYMENT,Turquia,5143.81,C1483998054,50808.73,45664.93,M1203638171,0,0,20,0,Savings,9/1/2018,Night,0
3199,2,CASH_OUT,Australia,45458.81,C734275312,45664.93,206.12,C434091818,63112.23,108571.04,18,0,Savings,10/1/2018,Night,0
3200,2,PAYMENT,Australia,8723.42,C1272257854,39742,31018.58,M859985937,0,0,7,0,Current,11/1/2018,Afternoon,0
3201,2,PAYMENT,Australia,10805.83,C79121205,311117,300311.17,M240000757,0,0,1,0,Savings,12/1/2018,Afternoon,0
3202,2,PAYMENT,Banglades,9446.02,C1829883631,395,0,M1286771084,0,0,5,0,Current,13/1/2018,Morning,0
3203,2,PAYMENT,Turquia,9145.05,C1927452108,6419.29,0,M203785427,0,0,6,0,Savings,16/1/2018,Night,0
3204,2,CASH_OUT,Tailandia,55940.69,C1872774414,0,0,C728885526,82686.96,138627.65,17,0,Savings,19/1/2018,Night,0
3205,2,PAYMENT,Australia,5745.53,C927369095,21032,15286.47,M1374431318,0,0,10,0,Savings,25/1/2018,Afternoon,0
3206,2,PAYMENT,China,4249.18,C1901018532,39989,35739.82,M480943798,0,0,18,0,Current,3/1/2018,Afternoon,0
3207,2,PAYMENT,China,7667.38,C525551643,179634.7,171967.32,M801996095,0,0,2,0,Savings,5/1/2018,Afternoon,0
3208,2,CASH_OUT,Corea del Sur,30017.69,C669501311,171967.32,141949.63,C1504109395,1498209.32,1528227.01,16,0,Savings,7/1/2018,Afternoon,0
3209,2,PAYMENT,India,5812.29,C1869652507,194245,188432.71,M1793469566,0,0,20,0,Savings,6/1/2018,Morning,0
3210,2,PAYMENT,India,2292.68,C780570776,20932,18639.32,M935552520,0,0,8,0,Savings,6/1/2018,Afternoon,0
3211,2,PAYMENT,Kazajistan,2959.21,C1565096593,11764,8804.79,M102185114,0,0,2,0,Savings,8/1/2018,Afternoon,0
3212,2,PAYMENT,Banglades,881.53,C479160976,8804.79,7923.27,M810593327,0,0,8,0,Current,9/1/2018,Afternoon,0
3213,2,PAYMENT,Banglades,15245.32,C643552582,29982,14736.68,M423095039,0,0,5,0,Savings,10/1/2018,Night,0
3214,2,PAYMENT,Turquia,4468.28,C2114701475,26275,21806.72,M1259283097,0,0,19,0,Current,11/1/2018,Night,0
3215,2,PAYMENT,Australia,7803.48,C856047451,322,0,M356539350,0,0,2,0,Savings,12/1/2018,Afternoon,0
3216,2,PAYMENT,India,3293.28,C892262157,681,0,M117911771,0,0,10,0,Savings,13/1/2018,Morning,0
3217,2,PAYMENT,Kazajistan,18483.96,C91831175,336667.4,318183.44,M309349909,0,0,13,0,Savings,16/1/2018,Morning,0
3218,2,CASH_OUT,China,131087.07,C1361409513,318183.44,187096.37,C1538745405,338120.46,469207.53,2,0,Savings,19/1/2018,Morning,0
3219,2,DEBIT,China,1160.21,C1863980798,22882,21721.79,C377957453,3277,0,1,0,Savings,25/1/2018,Morning,0
3220,2,PAYMENT,China,21394.15,C594783641,11161,0,M862146308,0,0,8,0,Savings,3/1/2018,Morning,0
3221,2,TRANSFER,Nueva Zelanda,84911.32,C1234435772,275.63,0,C63387985,1330.96,86242.27,9,0,Savings,5/1/2018,Afternoon,0
3222,2,CASH_OUT,Australia,32733.62,C1979825302,0,0,C1831477404,191972.11,224705.73,8,0,Savings,7/1/2018,Morning,0
3223,2,PAYMENT,Australia,2740.48,C1218496682,4437.21,1696.74,M1637000661,0,0,18,0,Savings,6/1/2018,Morning,0
3224,2,PAYMENT,India,5556.1,C925024581,1696.74,0,M1287401019,0,0,13,0,Current,6/1/2018,Night,0
3225,2,PAYMENT,India,826.36,C43473566,0,0,M1986001684,0,0,17,0,Savings,8/1/2018,Morning,0
3226,2,PAYMENT,Pakistan,3308.25,C1465263219,0,0,M2050360660,0,0,1,0,Savings,9/1/2018,Morning,0
3227,2,PAYMENT,Filipinas,28714.16,C1112400678,0,0,M1271084832,0,0,7,0,Current,10/1/2018,Night,0
3228,2,PAYMENT,Indonesia,12691.84,C768669591,0,0,M1728465884,0,0,14,0,Savings,11/1/2018,Night,0
3229,2,PAYMENT,Iran,14841.59,C1249890505,0,0,M408388753,0,0,19,0,Current,12/1/2018,Afternoon,0
3230,2,PAYMENT,India,25162.93,C848409667,0,0,M1729904998,0,0,12,0,Current,13/1/2018,Afternoon,0
3231,2,PAYMENT,Indonesia,2713.13,C1406221524,0,0,M2005293363,0,0,12,0,Current,16/1/2018,Morning,0
3232,2,PAYMENT,Kazajistan,12129.31,C1208670252,0,0,M1293465402,0,0,9,0,Savings,19/1/2018,Night,0
3233,2,PAYMENT,India,28118.46,C393549265,0,0,M1392482765,0,0,14,0,Savings,25/1/2018,Night,0
3234,2,PAYMENT,Iran,9157.3,C1277882374,10772,1614.7,M1141059550,0,0,11,0,Savings,3/1/2018,Afternoon,0
3235,2,PAYMENT,India,22012.11,C2070372626,1614.7,0,M1433976386,0,0,7,0,Savings,5/1/2018,Afternoon,0
3236,2,DEBIT,Kazajistan,981.57,C1313459755,191,0,C54617902,31223,32204.57,18,0,Savings,7/1/2018,Afternoon,0
3237,2,DEBIT,China,2293.28,C325674467,8120,5826.72,C1850180796,1184820.89,1187114.17,11,0,Savings,6/1/2018,Afternoon,0
3238,2,PAYMENT,Vietnam,21069.51,C1405548909,6346,0,M1130153977,0,0,19,0,Savings,6/1/2018,Afternoon,0
3239,2,PAYMENT,China,4865.12,C1130656047,5939,1073.88,M461001437,0,0,2,0,Current,8/1/2018,Afternoon,0
3240,2,PAYMENT,Japon,2409.12,C2140396878,1073.88,0,M1523957322,0,0,15,0,Savings,9/1/2018,Night,0
3241,2,PAYMENT,China,6605.53,C987255094,22422,15816.47,M1937575946,0,0,2,0,Current,10/1/2018,Night,0
3242,2,TRANSFER,India,203471.91,C317053574,59971,0,C453211571,3523298.32,3726770.23,11,0,Savings,11/1/2018,Afternoon,0
3243,2,CASH_IN,Australia,254199.52,C1697976702,23204.09,277403.62,C1353512285,23701.82,0,11,0,Current,12/1/2018,Morning,0
3244,2,PAYMENT,China,8834.5,C488422671,277403.62,268569.12,M117052390,0,0,11,0,Savings,13/1/2018,Afternoon,0
3245,2,PAYMENT,Australia,2290,C989321301,268569.12,266279.12,M1996787860,0,0,9,0,Savings,16/1/2018,Afternoon,0
3246,2,PAYMENT,Australia,6002.42,C260620222,266279.12,260276.69,M1505486986,0,0,15,0,Savings,19/1/2018,Night,0
3247,2,PAYMENT,Australia,1102.38,C1569371800,260276.69,259174.31,M249109901,0,0,19,0,Current,25/1/2018,Morning,0
3248,2,PAYMENT,Indonesia,17827.48,C1147545255,259174.31,241346.84,M1117747481,0,0,18,0,Current,3/1/2018,Afternoon,0
3249,2,PAYMENT,Australia,1702.16,C1244211620,21548,19845.84,M215638041,0,0,5,0,Savings,5/1/2018,Morning,0
3250,2,TRANSFER,Nueva Zelanda,183763.58,C2038185019,31,0,C1963862935,0,183763.58,19,0,Savings,7/1/2018,Morning,0
3251,2,TRANSFER,India,308871.37,C1074976188,31486,0,C1850042097,0,308871.37,17,0,Savings,6/1/2018,Night,0
3252,2,PAYMENT,China,11357.4,C1131786259,60989.84,49632.45,M485542604,0,0,1,0,Savings,6/1/2018,Morning,0
3253,2,PAYMENT,Australia,14775.56,C83210381,49632.45,34856.89,M1385966234,0,0,1,0,Savings,8/1/2018,Morning,0
3254,2,PAYMENT,Nueva Zelanda,2234.3,C1015545330,35736,33501.7,M649848324,0,0,20,0,Savings,9/1/2018,Night,0
3255,2,DEBIT,Australia,3017.34,C266554246,55619,52601.66,C1793436274,14566.06,17583.4,16,0,Current,10/1/2018,Night,0
3256,2,DEBIT,Indonesia,3627.48,C1016625178,436,0,C40075281,28422.37,32049.85,15,0,Savings,11/1/2018,Afternoon,0
3257,2,PAYMENT,Indonesia,2997.75,C1064528406,0,0,M1174478906,0,0,7,0,Current,12/1/2018,Morning,0
3258,2,TRANSFER,Kirguistan,448593.63,C1403780103,4580,0,C214187874,0,448593.63,12,0,Savings,13/1/2018,Night,0
3259,2,PAYMENT,China,265.2,C747378368,4363.08,4097.88,M135002781,0,0,19,0,Savings,16/1/2018,Night,0
3260,2,PAYMENT,Australia,7766.84,C1204030294,4097.88,0,M1258527853,0,0,16,0,Savings,19/1/2018,Afternoon,0
3261,2,PAYMENT,Australia,149.66,C133544411,0,0,M1350395050,0,0,7,0,Savings,25/1/2018,Afternoon,0
3262,2,PAYMENT,India,7853.17,C923032392,0,0,M1622362417,0,0,9,0,Savings,3/1/2018,Afternoon,0
3263,2,PAYMENT,Indonesia,15498.52,C1252138909,0,0,M1908505175,0,0,8,0,Current,5/1/2018,Afternoon,0
3264,2,PAYMENT,Indonesia,2619.18,C1678422332,0,0,M504006221,0,0,7,0,Savings,7/1/2018,Afternoon,0
3265,2,PAYMENT,Turquia,2272.46,C1141783782,0,0,M1047000562,0,0,4,0,Current,6/1/2018,Afternoon,0
3266,2,PAYMENT,China,1395.69,C265629779,0,0,M1160247050,0,0,8,0,Current,6/1/2018,Night,0
3267,2,PAYMENT,Australia,18658.63,C1887115844,0,0,M1899145692,0,0,14,0,Current,8/1/2018,Night,0
3268,2,PAYMENT,Iran,20051.7,C1464031233,0,0,M765880900,0,0,9,0,Current,9/1/2018,Afternoon,0
3269,2,PAYMENT,India,1644.19,C86506638,0,0,M1639958975,0,0,3,0,Current,10/1/2018,Morning,0
3270,2,PAYMENT,Indonesia,1445.37,C745604825,0,0,M849063257,0,0,9,0,Current,11/1/2018,Afternoon,0
3271,2,TRANSFER,Afganistan,14949.84,C140702728,14949.84,0,C634210724,0,0,20,0,Current,12/1/2018,Afternoon,1
3272,2,CASH_OUT,Indonesia,14949.84,C395257482,14949.84,0,C1032986144,18161.79,33111.63,4,0,Current,13/1/2018,Night,1
3273,2,PAYMENT,Indonesia,5647.66,C871153004,242264,236616.34,M1550991149,0,0,2,0,Savings,16/1/2018,Morning,0
3274,2,PAYMENT,Turquia,5183.53,C1127174687,39867,34683.47,M763008902,0,0,13,0,Savings,19/1/2018,Afternoon,0
3275,2,CASH_OUT,Nueva Zelanda,189592.17,C2074826904,34683.47,0,C97730845,9178122.36,9367714.52,5,0,Current,25/1/2018,Morning,0
3276,2,DEBIT,Australia,1841.58,C913148823,25257,23415.42,C838411509,21697.97,23539.55,8,0,Current,3/1/2018,Morning,0
3277,2,TRANSFER,Australia,23377.76,C125802780,404976,381598.24,C1491676195,206.12,23583.88,3,0,Savings,5/1/2018,Night,0
3278,2,PAYMENT,Banglades,10788.66,C61334373,80777,69988.34,M753853622,0,0,1,0,Savings,7/1/2018,Morning,0
3279,2,PAYMENT,Honduras,2636.86,C312766685,316997.39,314360.53,M1768471788,0,0,1,0,Savings,6/1/2018,Morning,0
3280,2,PAYMENT,Nicaragua,12787.03,C1432929903,314360.53,301573.51,M242762528,0,0,15,0,Current,6/1/2018,Night,0
3281,2,PAYMENT,Honduras,13285.98,C1064040618,17504.47,4218.49,M331918455,0,0,8,0,Current,8/1/2018,Night,0
3282,2,CASH_OUT,Guatemala,69038.41,C19423,4218.49,0,C2083562754,814113.89,2051802.27,20,0,Current,9/1/2018,Morning,0
3283,2,PAYMENT,Brasil,5750.69,C1286437308,21201,15450.31,M744715819,0,0,3,0,Savings,10/1/2018,Afternoon,0
3284,2,DEBIT,Peru,1726.62,C2057227460,5533,3806.38,C1335050193,53743.06,56847.02,10,0,Savings,11/1/2018,Afternoon,0
3285,2,PAYMENT,Mexico,5908.57,C2017603323,23921,18012.43,M1594214614,0,0,1,0,Current,12/1/2018,Afternoon,0
3286,2,PAYMENT,Honduras,9611.47,C1759522611,18012.43,8400.96,M1687430663,0,0,9,0,Savings,13/1/2018,Night,0
3287,2,PAYMENT,Brasil,11816.56,C222882200,55201,43384.44,M2096808863,0,0,13,0,Savings,16/1/2018,Night,0
3288,2,PAYMENT,Venezuela,439.66,C361423492,20529,20089.34,M1357597228,0,0,5,0,Savings,19/1/2018,Afternoon,0
3289,2,PAYMENT,Republica Dominicana,3470.6,C438660480,1528.22,0,M812229472,0,0,6,0,Current,25/1/2018,Morning,0
3290,2,PAYMENT,Mexico,13802.16,C1916139819,0,0,M2022012779,0,0,11,0,Savings,3/1/2018,Morning,0
3291,2,PAYMENT,Guatemala,2391.38,C1232948374,38902,36510.62,M879924346,0,0,12,0,Current,5/1/2018,Morning,0
3292,2,PAYMENT,Mexico,4738.43,C1775488894,6258,1519.57,M977195776,0,0,5,0,Savings,7/1/2018,Morning,0
3293,2,PAYMENT,Honduras,12099.05,C428089645,118245,106145.95,M972404515,0,0,19,0,Current,6/1/2018,Morning,0
3294,2,PAYMENT,Honduras,13550.62,C1319778140,38798,25247.38,M37768026,0,0,13,0,Savings,6/1/2018,Afternoon,0
3295,2,PAYMENT,Republica Dominicana,4539.49,C989171574,2084,0,M783117220,0,0,3,0,Current,8/1/2018,Morning,0
3296,2,CASH_IN,Mexico,233432.28,C832743930,56098,289530.28,C215145189,1891.79,0,3,0,Savings,9/1/2018,Morning,0
3297,2,PAYMENT,Mexico,17549.8,C834153999,38725,21175.2,M664836465,0,0,19,0,Savings,10/1/2018,Night,0
3298,2,PAYMENT,Mexico,6416.72,C1645557354,25234.75,18818.03,M1188871851,0,0,2,0,Savings,11/1/2018,Morning,0
3299,2,CASH_OUT,Mexico,232486.18,C920926249,18818.03,0,C564160838,1070702.75,921817.65,15,0,Savings,12/1/2018,Morning,0
3300,2,CASH_OUT,Mexico,53083.59,C355222677,0,0,C2081595126,197285.12,73147.6,12,0,Current,13/1/2018,Night,0
3301,2,CASH_OUT,Mexico,110520.75,C1589745212,0,0,C481402298,330085.6,617488.4,5,0,Savings,16/1/2018,Night,0
3302,2,CASH_OUT,Peru,104222.89,C2110472873,0,0,C662736689,4629353.77,4517761.53,6,0,Savings,19/1/2018,Afternoon,0
3303,2,CASH_OUT,Brasil,107963.88,C1794705481,0,0,C1538745405,469207.53,270110.78,13,0,Current,25/1/2018,Afternoon,0
3304,2,CASH_OUT,Mexico,332574.96,C486994287,0,0,C665576141,6609667.12,6818933.6,11,0,Savings,3/1/2018,Morning,0
3305,2,CASH_OUT,Mexico,234198.21,C1336210565,0,0,C1234776885,1791710.89,1840076.94,11,0,Savings,5/1/2018,Night,0
3306,2,CASH_OUT,Nicaragua,188890.52,C1759328722,0,0,C1538745405,577171.41,270110.78,15,0,Savings,7/1/2018,Night,0
3307,2,CASH_OUT,Brasil,299336.05,C1246023616,0,0,C977993101,744264.96,1748436.14,4,0,Savings,6/1/2018,Afternoon,0
3308,2,CASH_OUT,Argentina,6016.03,C1625539182,0,0,C1782580546,27316.83,33332.86,6,0,Savings,6/1/2018,Afternoon,0
3309,2,CASH_OUT,Mexico,259448.64,C134943275,0,0,C481402298,440606.35,617488.4,1,0,Savings,8/1/2018,Afternoon,0
3310,2,CASH_OUT,Mexico,22948.44,C161069393,0,0,C738590621,55249,36407.19,14,0,Savings,9/1/2018,Afternoon,0
3311,2,CASH_OUT,Brasil,142442.16,C1708084589,0,0,C801142660,637928.74,547215.12,9,0,Current,10/1/2018,Afternoon,0
3312,2,CASH_OUT,Chile,49267.14,C457245448,0,0,C1134894336,90955.09,2167.32,6,0,Current,11/1/2018,Afternoon,0
3313,2,CASH_OUT,Brasil,692460.02,C1259065345,0,0,C2083562754,883152.29,2051802.27,10,0,Savings,12/1/2018,Night,0
3314,2,CASH_OUT,Peru,211131.43,C261925632,0,0,C1122118227,11100000,13100000,15,0,Current,13/1/2018,Night,0
3315,2,CASH_OUT,Mexico,150366.56,C271002555,0,0,C1538745405,766061.93,270110.78,4,0,Savings,16/1/2018,Afternoon,0
3316,2,CASH_OUT,El Salvador,10511.06,C57488372,0,0,C1062254208,43471,53982.06,19,0,Savings,19/1/2018,Morning,0
3317,2,CASH_OUT,Mexico,44145.7,C376660032,0,0,C224063653,247417,96636.56,11,0,Savings,25/1/2018,Afternoon,0
3318,2,PAYMENT,Peru,733.57,C2086477093,181,0,M1427020774,0,0,12,0,Savings,3/1/2018,Afternoon,0
3319,2,DEBIT,Honduras,3035.96,C1066856480,890,0,C1674899618,329055,7074754.63,17,0,Savings,5/1/2018,Night,0
3320,2,PAYMENT,Mexico,1330.82,C854255346,30803,29472.18,M650797503,0,0,3,0,Savings,7/1/2018,Morning,0
3321,2,PAYMENT,Mexico,478.1,C121245483,1062,583.9,M262535196,0,0,1,0,Savings,6/1/2018,Afternoon,0
3322,2,PAYMENT,Brasil,1500.44,C1780306540,29053,27552.56,M523174153,0,0,20,0,Savings,6/1/2018,Morning,0
3323,2,PAYMENT,Peru,4794.98,C1211827856,36205,31410.02,M1753113235,0,0,18,0,Savings,8/1/2018,Morning,0
3324,2,DEBIT,Mexico,1777.63,C1752220610,7261,5483.37,C423583818,373838.99,66548.75,11,0,Current,9/1/2018,Night,0
3325,2,PAYMENT,Mexico,12475.89,C263233676,5483.37,0,M531576940,0,0,12,0,Savings,10/1/2018,Morning,0
3326,2,TRANSFER,Mexico,129484.36,C81705968,220676,91191.64,C578102596,11514,120074.73,11,0,Savings,11/1/2018,Morning,0
3327,2,PAYMENT,Brasil,3887.42,C1784551034,59948,56060.58,M1625321341,0,0,9,0,Current,12/1/2018,Night,0
3328,2,PAYMENT,Republica Dominicana,8416.21,C107632469,56060.58,47644.38,M1998224723,0,0,9,0,Savings,13/1/2018,Night,0
3329,2,PAYMENT,Mexico,2801.67,C1835878412,20044,17242.33,M244668763,0,0,5,0,Current,16/1/2018,Afternoon,0
3330,2,PAYMENT,Mexico,3065.51,C1519482659,47381,44315.49,M2118482375,0,0,19,0,Current,19/1/2018,Morning,0
3331,2,PAYMENT,Mexico,3814.9,C2037343019,51545,47730.1,M1570022108,0,0,20,0,Current,25/1/2018,Night,0
3332,2,TRANSFER,Nicaragua,235882.32,C216919586,137806,0,C885951223,281857.03,68880.79,13,0,Savings,3/1/2018,Night,0
3333,2,CASH_IN,Republica Dominicana,79037.41,C1504912697,497284,576321.41,C24404443,17609,0,5,0,Savings,5/1/2018,Afternoon,0
3334,2,PAYMENT,Cuba,4189.91,C1531409183,12885,8695.09,M591247593,0,0,9,0,Savings,7/1/2018,Afternoon,0
3335,2,PAYMENT,Nicaragua,6621.75,C1086508626,75329.4,68707.65,M1614238,0,0,1,0,Savings,6/1/2018,Afternoon,0
3336,2,TRANSFER,Chile,49367.62,C1621615881,68707.65,19340.02,C1899073220,877201.48,3208966.39,19,0,Savings,6/1/2018,Afternoon,0
3337,2,TRANSFER,Brasil,162724.99,C773059332,19340.02,0,C248609774,6534746.07,7760414.85,10,0,Savings,8/1/2018,Afternoon,0
3338,2,TRANSFER,Cuba,217743.76,C2020935882,0,0,C644345897,1096187.24,1313931,14,0,Savings,9/1/2018,Afternoon,0
3339,2,TRANSFER,Mexico,189352.83,C1025786379,0,0,C1750563752,301573.51,167163.39,12,0,Current,10/1/2018,Night,0
3340,2,TRANSFER,Mexico,191616.27,C1651795723,0,0,C905650857,283047.18,458875.87,15,0,Savings,11/1/2018,Night,0
3341,2,TRANSFER,Mexico,1773020.91,C1406018450,0,0,C1122118227,11300000,13100000,2,0,Current,12/1/2018,Afternoon,0
3342,2,TRANSFER,Chile,1869161.56,C53301881,0,0,C1916720513,2906551.06,6235766.54,12,0,Savings,13/1/2018,Morning,0
3343,2,TRANSFER,Peru,170610.11,C470187021,0,0,C991505714,1095914.71,1066634.1,11,0,Current,16/1/2018,Afternoon,0
3344,2,TRANSFER,Barbados,939018.7,C1561005241,0,0,C1023714065,1791001.63,2485918.01,11,0,Savings,19/1/2018,Afternoon,0
3345,2,TRANSFER,Mexico,721458.64,C2138793529,0,0,C977993101,1043601.01,1748436.14,2,0,Savings,25/1/2018,Night,0
3346,2,TRANSFER,El Salvador,1487557.25,C380394805,0,0,C11003494,10200000,11200000,18,0,Savings,3/1/2018,Morning,0
3347,2,TRANSFER,Mexico,418492.9,C962969081,0,0,C1453128758,592289.45,486798.02,5,0,Current,5/1/2018,Afternoon,0
3348,2,TRANSFER,Brasil,490747.67,C1007550632,0,0,C1870252780,7416184.79,7103899.5,4,0,Current,7/1/2018,Morning,0
3349,2,TRANSFER,Brasil,257641.56,C409007038,0,0,C306206744,3541578.38,7173523.49,15,0,Savings,6/1/2018,Morning,0
3350,2,TRANSFER,Colombia,984994.76,C1825656946,0,0,C909295153,5729799.14,7473141.22,3,0,Savings,6/1/2018,Night,0
3351,2,TRANSFER,Cuba,884591.4,C2026873444,0,0,C1899073220,926569.1,3208966.39,20,0,Savings,8/1/2018,Morning,0
3352,2,TRANSFER,Mexico,376507.72,C873002645,0,0,C909295153,6714793.9,7473141.22,19,0,Savings,9/1/2018,Morning,0
3353,2,TRANSFER,Honduras,507138.3,C728370857,0,0,C657736958,5579568.65,5792135.89,10,0,Savings,10/1/2018,Night,0
3354,2,TRANSFER,Honduras,603258.56,C1306429814,0,0,C248609774,6697471.07,7760414.85,19,0,Savings,11/1/2018,Night,0
3355,2,TRANSFER,Panama,129735.3,C1216863787,0,0,C33524623,138395.49,268130.78,12,0,Current,12/1/2018,Morning,0
3356,2,TRANSFER,Mexico,152649.37,C994584048,0,0,C985934102,1166470.9,1116289.38,12,0,Savings,13/1/2018,Morning,0
3357,2,PAYMENT,Venezuela,3714.42,C1085041526,176131.8,172417.38,M2038484780,0,0,11,0,Current,16/1/2018,Morning,0
3358,2,TRANSFER,Panama,135348.62,C251666609,172417.38,37068.76,C1750563752,490926.34,167163.39,5,0,Savings,19/1/2018,Afternoon,0
3359,2,PAYMENT,Mexico,8068.5,C1973281540,19934,11865.5,M1447678234,0,0,13,0,Savings,25/1/2018,Morning,0
3360,2,PAYMENT,Mexico,4890.32,C693083472,52693,47802.68,M658781536,0,0,1,0,Savings,3/1/2018,Morning,0
3361,2,PAYMENT,Mexico,27037.66,C1037793103,47802.68,20765.02,M629321967,0,0,20,0,Savings,5/1/2018,Night,0
3362,2,PAYMENT,Mexico,7360.48,C1886526482,289120,281759.52,M1989924937,0,0,12,0,Savings,7/1/2018,Morning,0
3363,2,PAYMENT,Brasil,850.65,C270313690,281759.52,280908.87,M547973118,0,0,14,0,Current,6/1/2018,Morning,0
3364,2,PAYMENT,Brasil,2276.89,C1079733621,10053.53,7776.65,M1747631271,0,0,3,0,Savings,6/1/2018,Night,0
3365,2,PAYMENT,Mexico,30858.63,C495289088,7776.65,0,M1995997657,0,0,3,0,Savings,8/1/2018,Night,0
3366,2,PAYMENT,Venezuela,8386.17,C1842571958,30871,22484.83,M1352743983,0,0,16,0,Savings,9/1/2018,Afternoon,0
3367,2,PAYMENT,Colombia,12029.55,C1628252344,22484.83,10455.28,M1405721353,0,0,14,0,Savings,10/1/2018,Afternoon,0
3368,2,PAYMENT,Mexico,10597.26,C624545052,44464,33866.74,M2082524624,0,0,11,0,Savings,11/1/2018,Morning,0
3369,2,PAYMENT,Cuba,9213.89,C1952473604,11392,2178.11,M1802415698,0,0,4,0,Current,12/1/2018,Night,0
3370,2,PAYMENT,Mexico,526.83,C13950734,79028,78501.17,M2061552777,0,0,1,0,Savings,13/1/2018,Night,0
3371,2,PAYMENT,Cuba,2837.62,C233300371,78501.17,75663.55,M333828675,0,0,6,0,Savings,16/1/2018,Afternoon,0
3372,2,PAYMENT,Honduras,12894.97,C904872862,20527,7632.03,M1234654510,0,0,11,0,Savings,19/1/2018,Afternoon,0
3373,2,TRANSFER,Mexico,256227.34,C2077150966,83198,0,C575335780,52415.15,140163.41,18,0,Savings,25/1/2018,Afternoon,0
3374,2,PAYMENT,Venezuela,8348.86,C1174694918,44989,36640.14,M154674411,0,0,7,0,Savings,3/1/2018,Afternoon,0
3375,2,PAYMENT,El Salvador,5825.97,C2062888647,784,0,M2009196049,0,0,8,0,Current,5/1/2018,Morning,0
3376,2,PAYMENT,Colombia,202.28,C314622131,555920,555717.72,M1519890812,0,0,10,0,Savings,7/1/2018,Afternoon,0
3377,2,DEBIT,Chile,4924.01,C164052991,46869.72,41945.71,C20671747,43691.09,81584.44,15,0,Savings,6/1/2018,Afternoon,0
3378,2,CASH_OUT,Barbados,170099.02,C1909367224,41945.71,0,C914293025,608063,778162.02,11,0,Savings,6/1/2018,Afternoon,0
